,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri
7835,I Like Cute Girls,cute girls doing cute things,0.115,0.692,0.553,0.0959,2,0.0536,-4.809,1,0.241,85.026,0.55,"['future funk', 'kawaii future bass']",210111,2018-04-26,6pbWDtVZYrpCx6YDQvDS3J,7a0SE5n7aPUDD3OlAg0hly,6pbWDtVZYrpCx6YDQvDS3J,46,https://api.spotify.com/v1/audio-analysis/6pbWDtVZYrpCx6YDQvDS3J,4,https://api.spotify.com/v1/tracks/6pbWDtVZYrpCx6YDQvDS3J,audio_features,spotify:track:6pbWDtVZYrpCx6YDQvDS3J
7836,Shoe Boot,Nathaniel Rateliff & The Night Sweats,0.0569,0.447,0.768,0.699,0,0.162,-6.95,1,0.0803,79.956,0.73,"['folk-pop', 'new americana', 'stomp and holler']",283520,2018-03-09,6iSyyu5yyPeMNsTPrjaHRK,02seUFsFQP7TH4hLrTj77o,6iSyyu5yyPeMNsTPrjaHRK,46,https://api.spotify.com/v1/audio-analysis/6iSyyu5yyPeMNsTPrjaHRK,4,https://api.spotify.com/v1/tracks/6iSyyu5yyPeMNsTPrjaHRK,audio_features,spotify:track:6iSyyu5yyPeMNsTPrjaHRK
7837,Blessed,Lewis Brice,0.00559,0.598,0.882,0.0,10,0.285,-4.531,1,0.0308,77.494,0.719,['country pop'],211640,2018-11-23,7herr9burIFLblzjh7c0l3,7uUOszTczQQwzDodHiz4j0,7herr9burIFLblzjh7c0l3,45,https://api.spotify.com/v1/audio-analysis/7herr9burIFLblzjh7c0l3,4,https://api.spotify.com/v1/tracks/7herr9burIFLblzjh7c0l3,audio_features,spotify:track:7herr9burIFLblzjh7c0l3
7838,New Spot,Jaydayoungan,0.0724,0.809,0.542,0.0,0,0.181,-9.392,0,0.435,135.981,0.177,"['southern hip hop', 'trap music']",146933,2018-07-15,0fM82IDNdWghvRpBN5Ehvc,0E3pLs4jXz9tDQGY8m1A1d,0fM82IDNdWghvRpBN5Ehvc,44,https://api.spotify.com/v1/audio-analysis/0fM82IDNdWghvRpBN5Ehvc,4,https://api.spotify.com/v1/tracks/0fM82IDNdWghvRpBN5Ehvc,audio_features,spotify:track:0fM82IDNdWghvRpBN5Ehvc
7839,Sore Losers,Russ,0.194,0.701,0.752,0.0,11,0.155,-5.856,0,0.44,190.157,0.209,"['pop', 'rap']",315847,2018-04-27,0mysbS73neunkp2nd45S7F,1z7b1Pr1rSlvWRzsW3HOrS,0mysbS73neunkp2nd45S7F,47,https://api.spotify.com/v1/audio-analysis/0mysbS73neunkp2nd45S7F,4,https://api.spotify.com/v1/tracks/0mysbS73neunkp2nd45S7F,audio_features,spotify:track:0mysbS73neunkp2nd45S7F
7840,Money Don't Change You,Gunna,0.0506,0.769,0.603,0.138,5,0.165,-8.03,0,0.178,163.046,0.295,"['atl hip hop', 'rap', 'southern hip hop', 'trap music']",157037,2018-02-02,5jEcSol3KvaNc12SMyQcOu,2hlmm7s2ICUX0LVIhVFlZQ,5jEcSol3KvaNc12SMyQcOu,46,https://api.spotify.com/v1/audio-analysis/5jEcSol3KvaNc12SMyQcOu,4,https://api.spotify.com/v1/tracks/5jEcSol3KvaNc12SMyQcOu,audio_features,spotify:track:5jEcSol3KvaNc12SMyQcOu
7841,Sad!,Kid Travis,0.214,0.702,0.51,0.0,5,0.0802,-11.896,0,0.095,134.011,0.697,[],150448,2018-03-10,0WpLeTWD3MZhU58TgKP5cy,6UWui6Csqc1ywqnDzjOWnk,0WpLeTWD3MZhU58TgKP5cy,49,https://api.spotify.com/v1/audio-analysis/0WpLeTWD3MZhU58TgKP5cy,4,https://api.spotify.com/v1/tracks/0WpLeTWD3MZhU58TgKP5cy,audio_features,spotify:track:0WpLeTWD3MZhU58TgKP5cy
7842,Lost Woods,Mikel,0.0897,0.711,0.544,0.937,1,0.0744,-9.894,1,0.0519,91.015,0.907,[],158549,2018-09-14,1trkhhMYjfU6R8VFo43dnD,5MboRLcEpLbsshOx64OdA6,1trkhhMYjfU6R8VFo43dnD,48,https://api.spotify.com/v1/audio-analysis/1trkhhMYjfU6R8VFo43dnD,4,https://api.spotify.com/v1/tracks/1trkhhMYjfU6R8VFo43dnD,audio_features,spotify:track:1trkhhMYjfU6R8VFo43dnD
7843,I Remember,Takeoff,0.0963,0.842,0.585,0.0,1,0.0849,-7.085,0,0.0938,154.019,0.197,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",179573,2018-11-02,3ZpX6hWAwnxY7pDZJm9Gcn,3EW0kQ1skZiK1NHg3Spt9J,3ZpX6hWAwnxY7pDZJm9Gcn,47,https://api.spotify.com/v1/audio-analysis/3ZpX6hWAwnxY7pDZJm9Gcn,4,https://api.spotify.com/v1/tracks/3ZpX6hWAwnxY7pDZJm9Gcn,audio_features,spotify:track:3ZpX6hWAwnxY7pDZJm9Gcn
7844,Started,Rickyxsan,0.0359,0.443,0.96,0.0332,0,0.222,-2.413,1,0.225,150.229,0.237,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",220800,2018-09-07,3kG0GouWtUHNJJfEOgSwUn,0lqxqV3IhQXO5czq1d0ZfJ,3kG0GouWtUHNJJfEOgSwUn,48,https://api.spotify.com/v1/audio-analysis/3kG0GouWtUHNJJfEOgSwUn,3,https://api.spotify.com/v1/tracks/3kG0GouWtUHNJJfEOgSwUn,audio_features,spotify:track:3kG0GouWtUHNJJfEOgSwUn
7845,I Got Whatever,Valee,0.00864,0.939,0.4,0.0347,0,0.0756,-8.821,1,0.22,139.986,0.342,"['chicago rap', 'trap music', 'underground hip hop', 'vapor trap']",130893,2018-03-02,5hQ4hEDftppp4Akv37vdbs,4hRL2QmahOYxXNmNKtG1AI,5hQ4hEDftppp4Akv37vdbs,47,https://api.spotify.com/v1/audio-analysis/5hQ4hEDftppp4Akv37vdbs,4,https://api.spotify.com/v1/tracks/5hQ4hEDftppp4Akv37vdbs,audio_features,spotify:track:5hQ4hEDftppp4Akv37vdbs
7846,Karma,Sky,0.0254,0.744,0.686,0.0,6,0.177,-5.588,0,0.0356,127.052,0.438,[],219747,2018-06-08,14WIiWOJXL5VkX1zpt87Ed,51XrH5fQP2oIQynuKxSWcW,14WIiWOJXL5VkX1zpt87Ed,53,https://api.spotify.com/v1/audio-analysis/14WIiWOJXL5VkX1zpt87Ed,4,https://api.spotify.com/v1/tracks/14WIiWOJXL5VkX1zpt87Ed,audio_features,spotify:track:14WIiWOJXL5VkX1zpt87Ed
7847,DNA (Pedal 2 LA Mix),BTS,0.0352,0.488,0.955,0.0,1,0.301,-3.44,0,0.134,129.972,0.48,"['k-pop', 'k-pop boy group']",247483,2018-08-24,3MpwwsTFVtbEunR1dUMJUc,3Nrfpe0tUJi4K4DXYWgMUX,3MpwwsTFVtbEunR1dUMJUc,53,https://api.spotify.com/v1/audio-analysis/3MpwwsTFVtbEunR1dUMJUc,4,https://api.spotify.com/v1/tracks/3MpwwsTFVtbEunR1dUMJUc,audio_features,spotify:track:3MpwwsTFVtbEunR1dUMJUc
7848,What I Miss Most,Calum Scott,0.0376,0.639,0.758,5.07e-05,0,0.129,-6.314,1,0.0821,133.001,0.474,"['australian pop', 'pop']",231168,2018-03-09,49bvrlmLoV4TcJSVh91xwv,6ydoSd3N2mwgwBHtF6K7eX,49bvrlmLoV4TcJSVh91xwv,55,https://api.spotify.com/v1/audio-analysis/49bvrlmLoV4TcJSVh91xwv,4,https://api.spotify.com/v1/tracks/49bvrlmLoV4TcJSVh91xwv,audio_features,spotify:track:49bvrlmLoV4TcJSVh91xwv
7849,This Feeling,Rickyxsan,0.00416,0.667,0.937,0.00147,1,0.0751,-4.132,1,0.267,104.926,0.198,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",205714,2018-04-19,4ML5d4dSfW0kVPB0n6TpAL,0lqxqV3IhQXO5czq1d0ZfJ,4ML5d4dSfW0kVPB0n6TpAL,49,https://api.spotify.com/v1/audio-analysis/4ML5d4dSfW0kVPB0n6TpAL,4,https://api.spotify.com/v1/tracks/4ML5d4dSfW0kVPB0n6TpAL,audio_features,spotify:track:4ML5d4dSfW0kVPB0n6TpAL
7850,Moments,Cindy Woon,0.968,0.864,0.108,0.424,10,0.114,-15.159,1,0.0775,110.009,0.165,['chill guitar'],254907,2018-03-14,6TUi7bBa1k4NccGW5XS2kO,312AU52NUfI9iTdzynazpN,6TUi7bBa1k4NccGW5XS2kO,52,https://api.spotify.com/v1/audio-analysis/6TUi7bBa1k4NccGW5XS2kO,4,https://api.spotify.com/v1/tracks/6TUi7bBa1k4NccGW5XS2kO,audio_features,spotify:track:6TUi7bBa1k4NccGW5XS2kO
7851,Fall,Paris Shadows,0.0123,0.539,0.516,0.0,1,0.11,-6.033,1,0.0335,81.065,0.321,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",202480,2018-10-12,06g6RbAQad8bIClfNbBKRJ,2mxplErmRMbGaSiAsDONkT,06g6RbAQad8bIClfNbBKRJ,48,https://api.spotify.com/v1/audio-analysis/06g6RbAQad8bIClfNbBKRJ,4,https://api.spotify.com/v1/tracks/06g6RbAQad8bIClfNbBKRJ,audio_features,spotify:track:06g6RbAQad8bIClfNbBKRJ
7852,Cura,Keys N Krates,0.0901,0.225,0.431,0.847,5,0.199,-15.42,0,0.0479,121.277,0.126,"['bass trap', 'brostep', 'edm', 'electronic trap', 'vapor twitch']",91100,2018-02-02,2dH43R11x0AX4PwPyxF8Jn,6c1pBXHYjFcGQQNO5MMsdd,2dH43R11x0AX4PwPyxF8Jn,46,https://api.spotify.com/v1/audio-analysis/2dH43R11x0AX4PwPyxF8Jn,3,https://api.spotify.com/v1/tracks/2dH43R11x0AX4PwPyxF8Jn,audio_features,spotify:track:2dH43R11x0AX4PwPyxF8Jn
7853,Chain,NCT 127,0.117,0.6,0.961,0.0,10,0.477,-1.674,0,0.114,140.056,0.74,"['k-pop', 'k-pop boy group']",222147,2018-05-23,3u34tP62fx4FI4IbqmgiGe,7f4ignuCJhLXfZ9giKT7rH,3u34tP62fx4FI4IbqmgiGe,52,https://api.spotify.com/v1/audio-analysis/3u34tP62fx4FI4IbqmgiGe,4,https://api.spotify.com/v1/tracks/3u34tP62fx4FI4IbqmgiGe,audio_features,spotify:track:3u34tP62fx4FI4IbqmgiGe
7854,Castaway,Yung Pinch,0.627,0.811,0.748,0.0,8,0.126,-4.742,1,0.121,134.026,0.715,"['emo rap', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",204213,2018-09-14,5RyPkRffIx3U0hPMPPNR2F,61qMnYXa1GxSBoV3IiYKjZ,5RyPkRffIx3U0hPMPPNR2F,45,https://api.spotify.com/v1/audio-analysis/5RyPkRffIx3U0hPMPPNR2F,4,https://api.spotify.com/v1/tracks/5RyPkRffIx3U0hPMPPNR2F,audio_features,spotify:track:5RyPkRffIx3U0hPMPPNR2F
7855,"Survive (feat. Emeli Sandé, Gucci Mane)",Don Diablo,0.714,0.585,0.772,6.97e-06,10,0.113,-6.619,0,0.196,99.565,0.364,"['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",189427,2018-11-23,1gnKUue6F9gXXHQshCBwEs,1l2ekx5skC4gJH8djERwh1,1gnKUue6F9gXXHQshCBwEs,63,https://api.spotify.com/v1/audio-analysis/1gnKUue6F9gXXHQshCBwEs,4,https://api.spotify.com/v1/tracks/1gnKUue6F9gXXHQshCBwEs,audio_features,spotify:track:1gnKUue6F9gXXHQshCBwEs
7856,Solitaire,Chris Webby,0.247,0.864,0.841,0.0,7,0.0943,-5.073,1,0.293,99.903,0.672,"['deep underground hip hop', 'hip hop', 'indie pop rap', 'pop rap', 'rap']",255872,2018-09-05,3MgydP3ps1tQZO8VBug0dH,3IstlZaHyUP9SONpulb4SM,3MgydP3ps1tQZO8VBug0dH,47,https://api.spotify.com/v1/audio-analysis/3MgydP3ps1tQZO8VBug0dH,4,https://api.spotify.com/v1/tracks/3MgydP3ps1tQZO8VBug0dH,audio_features,spotify:track:3MgydP3ps1tQZO8VBug0dH
7857,Up One (feat. Lil Baby) - Remix,Yella Beezy,0.00742,0.955,0.468,4.6e-05,9,0.104,-9.835,1,0.484,129.921,0.304,"['dfw rap', 'rap', 'southern hip hop', 'trap music']",283993,2018-11-16,4RxrKuTfREQe3jQeFJhe2C,7kwCkEJ384PWm0UQW3hxjS,4RxrKuTfREQe3jQeFJhe2C,45,https://api.spotify.com/v1/audio-analysis/4RxrKuTfREQe3jQeFJhe2C,4,https://api.spotify.com/v1/tracks/4RxrKuTfREQe3jQeFJhe2C,audio_features,spotify:track:4RxrKuTfREQe3jQeFJhe2C
7858,Bad Habits,SadBoyProlific,0.243,0.455,0.559,0.000134,1,0.115,-11.35,1,0.41,167.82,0.207,['emo rap'],184137,2018-11-23,4G9kNnIG1z65Y6EIrJ6WXG,0inkJpjAKDnQOv2VHBCU0Z,4G9kNnIG1z65Y6EIrJ6WXG,48,https://api.spotify.com/v1/audio-analysis/4G9kNnIG1z65Y6EIrJ6WXG,4,https://api.spotify.com/v1/tracks/4G9kNnIG1z65Y6EIrJ6WXG,audio_features,spotify:track:4G9kNnIG1z65Y6EIrJ6WXG
7859,Down Bitch,Casanova,0.239,0.65,0.669,0.0,3,0.0496,-6.399,0,0.419,175.695,0.757,['nyc rap'],256720,2018-06-29,5lsV4GoS0WSC8UP2ycQyXR,6dXsR7VDJvXnF1LTZlwULx,5lsV4GoS0WSC8UP2ycQyXR,46,https://api.spotify.com/v1/audio-analysis/5lsV4GoS0WSC8UP2ycQyXR,4,https://api.spotify.com/v1/tracks/5lsV4GoS0WSC8UP2ycQyXR,audio_features,spotify:track:5lsV4GoS0WSC8UP2ycQyXR
7860,ATA,Usher,0.015,0.717,0.496,0.0,5,0.139,-6.263,0,0.045,140.01,0.301,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",187320,2018-10-12,5qfnQ0gOh7bL41HmMT2hJD,23zg3TcAtWQy7J6upgbUnj,5qfnQ0gOh7bL41HmMT2hJD,49,https://api.spotify.com/v1/audio-analysis/5qfnQ0gOh7bL41HmMT2hJD,4,https://api.spotify.com/v1/tracks/5qfnQ0gOh7bL41HmMT2hJD,audio_features,spotify:track:5qfnQ0gOh7bL41HmMT2hJD
7861,I Don't Dance (Without You) [with Enrique Iglesias],Matoma,0.0064,0.644,0.733,7.73e-05,9,0.507,-6.87,0,0.121,104.99,0.336,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",177825,2018-08-24,3UEpGfsS1groLlFFt9s13K,4YXycRbyyAE0wozTk7QMEq,3UEpGfsS1groLlFFt9s13K,43,https://api.spotify.com/v1/audio-analysis/3UEpGfsS1groLlFFt9s13K,4,https://api.spotify.com/v1/tracks/3UEpGfsS1groLlFFt9s13K,audio_features,spotify:track:3UEpGfsS1groLlFFt9s13K
7862,Soul Plane,Takeoff,0.0346,0.874,0.671,0.0,0,0.105,-5.862,1,0.347,154.985,0.18,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",198078,2018-11-02,467eMlMa6dmZezv8LRLJmU,3EW0kQ1skZiK1NHg3Spt9J,467eMlMa6dmZezv8LRLJmU,47,https://api.spotify.com/v1/audio-analysis/467eMlMa6dmZezv8LRLJmU,4,https://api.spotify.com/v1/tracks/467eMlMa6dmZezv8LRLJmU,audio_features,spotify:track:467eMlMa6dmZezv8LRLJmU
7863,Take A Walk,James Droll,0.822,0.728,0.346,0.000138,5,0.138,-14.063,1,0.209,95.108,0.649,['indie electro-pop'],188000,2018-08-09,7hB49K9WgbReO3XkDH9YW5,3lPtB78D5puSWQ7ltAafQw,7hB49K9WgbReO3XkDH9YW5,52,https://api.spotify.com/v1/audio-analysis/7hB49K9WgbReO3XkDH9YW5,4,https://api.spotify.com/v1/tracks/7hB49K9WgbReO3XkDH9YW5,audio_features,spotify:track:7hB49K9WgbReO3XkDH9YW5
7864,Wifi-Hooves,Psalm Trees,0.908,0.763,0.306,0.928,4,0.128,-9.643,0,0.182,85.981,0.583,"['chillhop', 'lo-fi beats']",156279,2018-02-03,083h1lXXVR2RAZwnWt1TIc,5pmXkV6A8yQdoa64xzvZ0S,083h1lXXVR2RAZwnWt1TIc,50,https://api.spotify.com/v1/audio-analysis/083h1lXXVR2RAZwnWt1TIc,4,https://api.spotify.com/v1/tracks/083h1lXXVR2RAZwnWt1TIc,audio_features,spotify:track:083h1lXXVR2RAZwnWt1TIc
7865,Just A Little Crush,Malia Civetz,0.138,0.62,0.73,1.55e-05,1,0.111,-9.659,0,0.0702,120.035,0.427,['la pop'],200501,2018-10-19,5DvrajonsSpOSkoNo9wWFY,7yVXoYjAE7rrkQ28aGBgUo,5DvrajonsSpOSkoNo9wWFY,48,https://api.spotify.com/v1/audio-analysis/5DvrajonsSpOSkoNo9wWFY,4,https://api.spotify.com/v1/tracks/5DvrajonsSpOSkoNo9wWFY,audio_features,spotify:track:5DvrajonsSpOSkoNo9wWFY
7866,IDK,Kid Trunks,0.0748,0.771,0.452,0.0,1,0.257,-7.948,1,0.292,149.964,0.332,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",104281,2018-04-13,6NsheduXyWbGpCUIAPWr4a,57SA5Qv24Vydwd6bJnV8fI,6NsheduXyWbGpCUIAPWr4a,47,https://api.spotify.com/v1/audio-analysis/6NsheduXyWbGpCUIAPWr4a,4,https://api.spotify.com/v1/tracks/6NsheduXyWbGpCUIAPWr4a,audio_features,spotify:track:6NsheduXyWbGpCUIAPWr4a
7867,Love Me Like,Phora,0.772,0.648,0.547,0.0,6,0.0792,-9.921,0,0.342,119.93,0.57,"['deep pop r&b', 'deep underground hip hop']",186263,2018-10-05,0P2W7PZIqa47sIYMGAvfD5,5XDJlfdfbGNJrOJJNxTcdq,0P2W7PZIqa47sIYMGAvfD5,45,https://api.spotify.com/v1/audio-analysis/0P2W7PZIqa47sIYMGAvfD5,4,https://api.spotify.com/v1/tracks/0P2W7PZIqa47sIYMGAvfD5,audio_features,spotify:track:0P2W7PZIqa47sIYMGAvfD5
7868,Darn That Dream,Cyrus Chestnut,0.92,0.418,0.0872,0.898,7,0.108,-24.547,1,0.0354,148.264,0.14,[],305565,2018-08-31,11qeOjSAx3TDr4IOPXq9Js,319U6LVt3j3iT9oAEzrpRO,11qeOjSAx3TDr4IOPXq9Js,52,https://api.spotify.com/v1/audio-analysis/11qeOjSAx3TDr4IOPXq9Js,3,https://api.spotify.com/v1/tracks/11qeOjSAx3TDr4IOPXq9Js,audio_features,spotify:track:11qeOjSAx3TDr4IOPXq9Js
7869,Fragrance (feat. Correy C),Bas,0.076,0.749,0.569,0.0,1,0.122,-5.457,1,0.0529,138.054,0.545,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",217200,2018-08-24,3y3U0Ek183gHVBFxO6fFos,70gP6Ry4Uo0Yx6uzPIdaiJ,3y3U0Ek183gHVBFxO6fFos,47,https://api.spotify.com/v1/audio-analysis/3y3U0Ek183gHVBFxO6fFos,4,https://api.spotify.com/v1/tracks/3y3U0Ek183gHVBFxO6fFos,audio_features,spotify:track:3y3U0Ek183gHVBFxO6fFos
7870,So Do I,Jordan Davis,0.128,0.545,0.903,0.0,11,0.111,-3.876,1,0.0602,174.115,0.847,['contemporary country'],187913,2018-03-23,0MjbiK4r82QTmDiJPvBngj,77kULmXAQ6vWer7IIHdGzI,0MjbiK4r82QTmDiJPvBngj,45,https://api.spotify.com/v1/audio-analysis/0MjbiK4r82QTmDiJPvBngj,4,https://api.spotify.com/v1/tracks/0MjbiK4r82QTmDiJPvBngj,audio_features,spotify:track:0MjbiK4r82QTmDiJPvBngj
7871,Sunday Kind of Love,Steve Tyrell,0.836,0.579,0.338,7.83e-06,10,0.154,-12.014,1,0.0333,113.129,0.436,"['adult standards', 'lounge', 'mellow gold', 'soul', 'vocal jazz']",211360,2018-02-09,6XmN8QIxuZt8ljcnaPmhOM,2UPnuV7os71xTZTyyEgj1B,6XmN8QIxuZt8ljcnaPmhOM,53,https://api.spotify.com/v1/audio-analysis/6XmN8QIxuZt8ljcnaPmhOM,3,https://api.spotify.com/v1/tracks/6XmN8QIxuZt8ljcnaPmhOM,audio_features,spotify:track:6XmN8QIxuZt8ljcnaPmhOM
7872,Ain't Ya Ex (feat. Mila J & Tink),Eric Bellinger,0.114,0.411,0.64,0.000424,5,0.221,-5.787,0,0.243,66.335,0.503,"['deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",320784,2018-04-06,6kPWfG75vIev7VvDszFW5o,7ibAWtDtmEfaVhc1FJ3Vl9,6kPWfG75vIev7VvDszFW5o,46,https://api.spotify.com/v1/audio-analysis/6kPWfG75vIev7VvDszFW5o,4,https://api.spotify.com/v1/tracks/6kPWfG75vIev7VvDszFW5o,audio_features,spotify:track:6kPWfG75vIev7VvDszFW5o
7873,Real In My Veins (feat. T-Shyne),Young Thug,0.000185,0.635,0.632,0.0,5,0.0615,-8.21,0,0.275,162.023,0.233,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",250373,2018-09-24,6yMU8B5bngQpBBcYaFWqBC,50co4Is1HCEo8bhOyUWKpn,6yMU8B5bngQpBBcYaFWqBC,47,https://api.spotify.com/v1/audio-analysis/6yMU8B5bngQpBBcYaFWqBC,4,https://api.spotify.com/v1/tracks/6yMU8B5bngQpBBcYaFWqBC,audio_features,spotify:track:6yMU8B5bngQpBBcYaFWqBC
7874,Murder,Mako,0.276,0.64,0.646,0.0,5,0.126,-6.161,0,0.13,97.864,0.37,"['big room', 'deep tropical house', 'edm', 'electro house', 'indie poptimism', 'pop edm', 'progressive electro house', 'tropical house']",189185,2018-06-22,1BdjQ2Xd8y4FoHXLP52AhC,0Ye4nfYAA91T1X56gnlXAA,1BdjQ2Xd8y4FoHXLP52AhC,48,https://api.spotify.com/v1/audio-analysis/1BdjQ2Xd8y4FoHXLP52AhC,4,https://api.spotify.com/v1/tracks/1BdjQ2Xd8y4FoHXLP52AhC,audio_features,spotify:track:1BdjQ2Xd8y4FoHXLP52AhC
7875,Mindfucker,Sheck Wes,0.302,0.804,0.282,8.67e-06,1,0.151,-10.543,1,0.342,151.988,0.0723,"['rap', 'trap music', 'underground hip hop', 'vapor trap']",180800,2018-10-05,3Ahh4FUw5EfmjMzOBjjnwY,2RDOrhPqAM4jzTRCEb19qX,3Ahh4FUw5EfmjMzOBjjnwY,48,https://api.spotify.com/v1/audio-analysis/3Ahh4FUw5EfmjMzOBjjnwY,4,https://api.spotify.com/v1/tracks/3Ahh4FUw5EfmjMzOBjjnwY,audio_features,spotify:track:3Ahh4FUw5EfmjMzOBjjnwY
7876,Don't You Give Up,Dansu,0.284,0.79,0.468,0.00203,6,0.0735,-7.152,0,0.0534,98.014,0.606,['dutch indie'],188963,2018-07-23,68xBP3GnZuYEDlN4usyp4G,3vF7mdipJUsMxuFdW2udAt,68xBP3GnZuYEDlN4usyp4G,52,https://api.spotify.com/v1/audio-analysis/68xBP3GnZuYEDlN4usyp4G,4,https://api.spotify.com/v1/tracks/68xBP3GnZuYEDlN4usyp4G,audio_features,spotify:track:68xBP3GnZuYEDlN4usyp4G
7877,Never Have I Felt This,Koven,0.000322,0.48,0.863,0.0349,1,0.331,-3.939,1,0.0563,93.985,0.311,"['bass trap', 'brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'pop edm', 'tracestep']",246383,2018-12-04,1w2HhzB1ptdBzIeTh9NmxG,3UCbp6D1lvILlxRJT9LnFa,1w2HhzB1ptdBzIeTh9NmxG,53,https://api.spotify.com/v1/audio-analysis/1w2HhzB1ptdBzIeTh9NmxG,4,https://api.spotify.com/v1/tracks/1w2HhzB1ptdBzIeTh9NmxG,audio_features,spotify:track:1w2HhzB1ptdBzIeTh9NmxG
7878,A Fighting Chance,Trevor Kowalski,0.824,0.0881,0.18,0.954,7,0.123,-21.121,0,0.0402,69.36,0.0384,"['background music', 'focus']",190685,2018-05-25,1z3NnJlJ9WvbaSSQV5TgfY,4vPiZNfnHqzN52FOn38BEv,1z3NnJlJ9WvbaSSQV5TgfY,52,https://api.spotify.com/v1/audio-analysis/1z3NnJlJ9WvbaSSQV5TgfY,4,https://api.spotify.com/v1/tracks/1z3NnJlJ9WvbaSSQV5TgfY,audio_features,spotify:track:1z3NnJlJ9WvbaSSQV5TgfY
7879,Easy,Alison Wonderland,0.0106,0.612,0.668,3.04e-05,5,0.484,-4.869,1,0.0326,134.995,0.285,"['aussietronica', 'brostep', 'edm', 'electra', 'electronic trap', 'escape room']",216689,2018-04-06,27xk5s3fAAwfvptEshbM3J,11gWrKZMBsGQWmobv3oNfW,27xk5s3fAAwfvptEshbM3J,47,https://api.spotify.com/v1/audio-analysis/27xk5s3fAAwfvptEshbM3J,4,https://api.spotify.com/v1/tracks/27xk5s3fAAwfvptEshbM3J,audio_features,spotify:track:27xk5s3fAAwfvptEshbM3J
7880,Bloodas 2 Interlude (feat. Lil Durk),Tee Grizzley,0.00623,0.889,0.671,1.91e-06,9,0.132,-7.111,1,0.0934,149.982,0.439,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",205532,2018-05-11,4hJ2Hu7an2vnlfkmyyjg86,6AUl0ykLLpvTktob97x9hO,4hJ2Hu7an2vnlfkmyyjg86,46,https://api.spotify.com/v1/audio-analysis/4hJ2Hu7an2vnlfkmyyjg86,4,https://api.spotify.com/v1/tracks/4hJ2Hu7an2vnlfkmyyjg86,audio_features,spotify:track:4hJ2Hu7an2vnlfkmyyjg86
7881,Nont For Sale,Sudan Archives,0.0906,0.757,0.502,4.16e-06,11,0.126,-7.522,0,0.0909,139.998,0.399,"['alternative r&b', 'escape room', 'indie jazz', 'la pop']",219690,2018-05-25,4jdbP4Ue4QtGy5A40ri5F8,2MPHBxznH1fj59jbOWY38u,4jdbP4Ue4QtGy5A40ri5F8,46,https://api.spotify.com/v1/audio-analysis/4jdbP4Ue4QtGy5A40ri5F8,4,https://api.spotify.com/v1/tracks/4jdbP4Ue4QtGy5A40ri5F8,audio_features,spotify:track:4jdbP4Ue4QtGy5A40ri5F8
7882,Feeling Good,Madson Project.,0.856,0.664,0.323,0.167,9,0.0942,-10.599,1,0.116,109.55,0.346,['lo-fi beats'],141111,2018-04-21,5rIVvxrkGWLGYV4UrEh1WE,7dEFLdpxjmqhnv5ePvCTP7,5rIVvxrkGWLGYV4UrEh1WE,47,https://api.spotify.com/v1/audio-analysis/5rIVvxrkGWLGYV4UrEh1WE,4,https://api.spotify.com/v1/tracks/5rIVvxrkGWLGYV4UrEh1WE,audio_features,spotify:track:5rIVvxrkGWLGYV4UrEh1WE
7883,"Half Hot, Half Cold",Broly500!,0.533,0.62,0.303,0.0258,1,0.281,-14.461,1,0.0434,79.16,0.42,[],89913,2018-09-08,5bXpfMFYld9ZPszxcQkGvc,2bv7Ug89GAd0si5W9gzBGf,5bXpfMFYld9ZPszxcQkGvc,47,https://api.spotify.com/v1/audio-analysis/5bXpfMFYld9ZPszxcQkGvc,3,https://api.spotify.com/v1/tracks/5bXpfMFYld9ZPszxcQkGvc,audio_features,spotify:track:5bXpfMFYld9ZPszxcQkGvc
